FIPS,State,County,Child_Mortality_Rate,Infant_Mortality_Rate,pct_Diabetic,HIV_Prevalence_Rate,pct_Food_Insecure,pct_Limited_Access_to_healthy_foods,Drug_Overdose_Mortality_Rate,MV_Mortality_Rate,pct_Insufficient_Sleep,Household_Income,pct_Homeowners,pct_African_American,pct_American_Indian_Alaskan_Native,pct_Asian,pct_Native_Hawaiian_Other_Pacific_Islander,pct_Hispanic,pct_Non_Hispanic_White,level_0,pct_Fair_Poor,Physically_Unhealthy_Days,Mentally_Unhealthy_Days,pct_LBW,pct_Smokers,pct_Obese,Food_Environment_Index,pct_Physically_Inactive,pct_access_excercise,pct_Excessive_Drinking,pct_Alcohol_Impaired,Chlamydia_Rate,Teen_Birth_Rate,pct_Uninsured,PCP_Rate,Dentist_Rate,MHP_Rate,Preventable_Hosp._Rate,pct_Screened,pct_Vaccinated,Graduation_Rate,pct_Some_College,pct_Unemployed,pct_Children_in_Poverty,Income_Ratio,Violent_Crime_Rate,Injury_Death_Rate,Average_Daily_PM2.5,Presence_of_violation,pct_Severe_Housing_Problems,Case_Rate,Death_Rate
13001,Georgia,Appling,59.436969795,7.636473050348833,12.9,172.0,14.3,6.7730413641,18.51183033928003,23.225027289,36.04084231,40862,71.859146523,18.595108255,0.5777225852,0.7882943686,0.2051725069,10.258625344,69.051347119,1,20.860320602,4.3156232967,4.1676433723,9.8665118979,20.200401211,36.1,7.5,27.2,27.648607151,14.686055105,24.0,536.5,66.978193146,17.608928094,43.4122,16.19783,37.794940000000004,7080.0,37.0,30.0,82.683982684,38.746241036,5.5285606306,33.5,5.0981335761,379.19826652,80.101317342,10.6,No,10.205580029,402.5,179.5
13003,Georgia,Atkinson,69.19972578471497,7.636473050348833,12.8,240.8,12.8,12.267062994,18.51183033928003,36.068220463,38.392034023,34821,74.074074074,16.099256773,1.4984416207,0.9110525054,1.0668904339,24.814193239,56.808918725,2,26.766414961,4.8631776536,4.4399411888,7.6029567054,23.552668782,32.1,7.3,28.2,0.0,14.423521048,37.5,428.7,78.017664377,24.172884697,47.606706241979914,11.98753,105.2509406118548,7663.0,35.0,36.0,87.037037037,35.566037736,4.4951923077,36.5,4.2266229346,320.0813873052036,105.95771324,10.4,No,15.884476534,427.4,203.0
13005,Georgia,Bacon,69.19972578471497,7.636473050348833,12.4,468.6,13.2,5.4763518652,18.51183033928003,31.690497921,36.434163209,38417,70.719478566,16.043820125,0.3533881085,0.6007597844,0.1678593515,8.905380334,72.877462673,3,19.157642645,4.3312008624,4.0207623553,9.4567404427,19.999158482,33.0,7.8,28.9,61.09408796,15.757069254,23.529411765,522.2,47.545419405,18.625040094,43.967639999999996,26.50411,8.8347,7038.0,36.0,32.0,84.671532847,42.101740295,4.5374189747,42.7,5.3707686434,320.0813873052036,88.515941721,10.4,No,10.126582278,452.9,215.3
13007,Georgia,Baker,69.19972578471497,7.636473050348833,16.5,296.9,16.5,30.546437141,18.51183033928003,21.63544170372336,37.56049167,37286,69.341408024,44.59375,0.46875,1.09375,0.0625,5.6875,47.3125,4,18.512541251,3.903933324,3.7861305052,13.551401869,18.219631253,32.5,5.0,27.4,5.824398725,13.818967853,60.0,408.8,36.474164134,16.06505355,47.606706241979914,0.0,31.25,7961.0,55.0,22.0,90.0,49.513212796,6.3114754098,40.0,6.1416332201,320.0813873052036,68.212824011,10.8,No,11.627906977,461.8,110.5
13009,Georgia,Baldwin,97.23731625,9.9875156055,12.4,319.9,22.6,9.319845124,18.51183033928003,15.711363401,38.61825744,40358,55.137783221,42.199260678,0.3451654567,1.7191466619,0.077940587,2.2803188883,52.373847593,5,23.503293588,4.7027278202,4.2507282802,12.649627952,24.107592829,34.1,5.8,23.9,63.00743657,13.976129117,19.444444444,635.7,17.80926848,15.034753702,57.59348,40.08373,133.61243000000002,5451.0,40.0,40.0,88.813559322,52.376672658,5.9444288521,32.5,6.1572130415,689.41443407,72.101540071,11.4,Yes,20.025031289,479.0,188.5
13011,Georgia,Banks,88.888888889,7.636473050348833,12.3,135.1,10.3,1.4446703779,19.810539207,27.173280125,34.255782053,49481,74.217907228,2.5115380487,0.6493506494,1.2021036814,0.1234302887,6.6437694537,88.086293871,6,17.270138882,4.1198983089,3.9798975804,8.3513318934,19.476914701,31.6,8.7,27.8,36.711062789,16.037026524,11.111111111,227.1,31.679764244,17.230547739,16.307010000000002,5.36653,105.2509406118548,7273.0,37.0,46.0,90.434782609,44.464325654,3.9601817788,19.4,4.0455863402,194.75777002,78.060627087,10.4,Yes,14.569031274,445.0,156.1
13013,Georgia,Barrow,50.113672477,5.2229811169,12.7,148.9,10.5,5.1055513539,16.842505301,14.719240177,36.036047252,60028,72.921750447,11.634054717,0.5109978371,3.7958032405,0.0923337676,10.971275344,71.546021426,7,17.900313997,3.9647396049,3.8077804705,7.3379753615,18.116681998,35.2,8.4,30.5,66.554701803,16.817871614,27.777777778,372.8,28.777874673,17.143109619,20.74527,17.70785,16.442999999999998,5607.0,38.0,46.0,84.254807692,56.075706318,4.0806874904,15.7,3.5677934483,497.24463225,63.787375415,11.1,Yes,15.237691002,502.2,197.5
13015,Georgia,Bartow,53.618257504,6.5359477124,13.1,188.3,11.8,14.105431701,21.501373521,16.347654531,35.555309028,55067,65.44450431,10.785881547,0.5749424106,1.0670702686,0.0999485979,8.6222323757,77.525843852,8,17.569878602,3.9116058482,3.8248911928,7.8935747406,19.220993735,35.0,7.3,29.8,66.652355801,16.463765669,20.0,435.0,35.825878526,16.287211481,46.23966,34.26809,102.80427,5645.0,39.0,48.0,84.914463453,53.35004054,4.6118602174,19.3,4.2691365721,467.95743699,75.784515475,11.2,No,15.938986846,482.8,180.5
13017,Georgia,Ben Hill,90.237437257,11.890606421,12.5,206.3,22.7,13.377035904,18.51183033928003,13.95364108,39.315914399,32370,60.698003459,35.526006119,0.6177924217,0.8649093904,0.0764885855,6.1543892681,56.030830784,9,25.794269399,4.9378742057,4.4235043134,13.082980012,23.262924782,33.9,5.4,30.2,38.902120903,12.850721262,33.333333333,586.1,61.687413555,15.373705857,46.39564,35.30242,29.418689999999998,5322.0,36.0,39.0,79.279279279,49.796796557,7.8570132462,38.8,5.4366900105,361.24888902,63.49499544,10.7,No,19.875292284,469.0,208.6
13019,Georgia,Berrien,70.702126502,7.636473050348833,15.2,324.3,15.5,9.9191604048,18.51183033928003,11.252559957,34.876655175,38239,69.29558011,10.559783175,0.3596372355,1.1362451788,0.0573334723,4.9723756906,81.945168352,10,20.267964908,4.3910586153,4.3062363509,11.63049527,21.642741809,33.8,7.0,30.4,42.253448097,14.625131005,37.5,353.3,56.908417152,17.092426187,15.79529,10.42427,26.06067,6124.0,44.0,42.0,82.0,42.67407091,5.0815473784,29.6,5.0035345681,224.23890677,66.392665191,10.8,No,14.870689655,438.6,171.8
13021,Georgia,Bibb,104.52938909,12.497621011,14.0,761.3,23.1,10.866359674,11.320516477,15.820676792,40.202572805,39047,52.748652279,54.710130706,0.2891496906,2.1509596891,0.1190616373,3.2833536131,38.297941935,11,22.140885974,4.4179393011,4.0958538201,13.303234585,21.309159042,35.6,5.6,29.8,75.963535137,14.171339973,18.97810219,1031.1,44.573234984,14.027760916,127.65122,59.53082,168.1255,6238.0,43.0,41.0,78.152309613,58.972366819,5.3565531994,36.7,6.3955829109,500.68215496,76.305163359,11.3,No,22.185256523,502.3,193.0
13023,Georgia,Bleckley,69.19972578471497,7.636473050348833,12.5,421.9,17.5,3.0866772041,18.51183033928003,18.928428272,35.81979265,44262,71.672683514,26.344505066,0.2260327358,1.1067809821,0.0155884645,2.8604832424,68.495713172,12,18.905397435,4.1433729125,4.0132547,7.221664995,18.935338584,35.4,7.3,29.4,78.473551252,15.523077993,10.0,645.3,23.378264532,13.756894357,30.840400000000002,15.58846,7.79423,6923.0,40.0,45.0,90.960451977,49.105145414,6.9417157826,29.4,6.129321663,354.53849563,70.744705938,11.0,No,13.244228433,449.9,164.4
13025,Georgia,Brantley,66.570509264,7.636473050348833,11.7,215.8,13.2,2.3657703384,28.807547577,29.410854153,35.67417755,40906,78.281766296,3.2993433346,0.4698094069,0.288292136,0.0160162298,2.2476109124,92.061288773,13,20.198956786,4.4515201504,4.3535305504,9.0909090909,22.75139645,31.7,8.1,27.3,30.286241921,15.659424324,20.0,270.9,55.992375506,17.661933476,16.34432,5.3387400000000005,105.2509406118548,8183.0,33.0,37.0,82.470119522,33.112733911,5.8027079304,27.8,4.3237072255,198.66648524,84.552845528,9.5,No,10.106382979,435.8,177.1
13027,Georgia,Brooks,72.955424236,7.636473050348833,13.8,378.6,17.5,3.6598132906,18.51183033928003,14.657652211,38.097608773,36030,73.552154016,34.605761211,0.4234297812,0.9302623982,0.1988836851,5.7997048823,56.996214794,14,21.736532931,4.2611469243,4.0436282418,9.0185676393,20.02407498,30.9,7.2,28.6,23.505510066,13.773977192,33.333333333,523.7,46.439628483,19.903303787,25.498820000000002,6.4156,19.24681,5205.0,41.0,32.0,69.117647059,50.280741157,4.5124336407,37.6,4.9886334281,527.20513687,70.634166388,10.7,No,22.509505703,476.0,170.1
13029,Georgia,Bryan,43.319214478,7.636473050348833,11.6,107.8,11.5,6.287951528,11.989633578,17.567267997,34.6367368,73877,68.85815947,14.263356719,0.5126821371,2.1073934161,0.1376146789,7.2396114409,73.364813815,15,15.614029481,3.6192932764,3.6582530039,6.9623655914,18.311661059,32.4,8.1,30.9,83.127708133,17.752006569,28.125,449.7,23.478795329,12.403985563,82.80431,35.078250000000004,64.75985,4763.0,40.0,41.0,85.294117647,69.74789916,4.2251082251,12.9,4.8919399447,258.11051693,64.391133398,10.3,No,14.160839161,494.9,207.0
13031,Georgia,Bulloch,63.685727693,8.5222430544,11.2,373.6,21.0,2.8553609595,4.9212158087,15.417702645,38.222645427,42068,53.157855212,29.183574308,0.4057833983,1.4891856755,0.1037439756,3.8240817345,63.585864555,16,22.505651434,4.5216555962,4.3775448253,9.9528460761,21.886220222,30.3,6.7,24.0,34.045886324,16.833364837,26.923076923,852.0,17.369987743,17.032572119,53.53176,39.39645,84.04575,6812.0,42.0,48.0,82.5,70.747458864,5.0004036924,26.3,6.0338493292,184.83128043,53.704375135,10.6,No,23.517030233,409.7,174.7
13033,Georgia,Burke,96.960499136,11.870845204,14.2,449.0,22.4,4.8235494991,16.187182694,30.583711989,38.922167751,41863,69.248884482,47.247136134,0.3774087559,0.5683331853,0.1154426783,3.0725512832,47.438060563,17,23.264923493,4.6565581843,4.2412201568,12.845849802,21.97771306,32.7,6.2,30.1,47.10499228,13.20623189,45.238095238,646.3,44.465468307,13.389893028,35.260929999999995,8.88021,53.281240000000004,5646.0,43.0,30.0,92.156862745,52.916823485,7.0788057812,34.7,5.779054917,619.77068485,105.64589258,11.0,No,15.987654321,457.4,200.3
13035,Georgia,Butts,84.826106482,7.636473050348833,12.6,424.7,16.1,2.6271561848,22.387328772,17.551717042,37.6994803,46062,69.886998634,28.272164263,0.3532981421,0.6400931045,0.0249386924,3.2669687019,66.336921734,18,18.410776102,4.1074279614,3.8211387768,10.10587103,19.406012488,30.0,7.6,27.0,64.037201437,16.012812259,13.636363636,373.0,47.916202362,14.254149907,25.192090000000004,16.625790000000002,49.87738,5155.0,37.0,39.0,84.397163121,34.589502019,4.8390116061,25.2,4.9989096752,305.01461084,103.21663649,11.3,No,16.398713826,473.0,218.8
13037,Georgia,Calhoun,69.19972578471497,7.636473050348833,14.9,640.3,23.8,5.6939015069,18.51183033928003,21.63544170372336,43.46696007,33889,67.399463807,60.0,0.4647560031,0.805577072,0.2943454686,5.0038729667,32.842757552,19,28.22338252,4.9540517874,4.2374995444,10.502283105,25.69551582,30.0,5.9,26.7,0.2838362713,13.250849892,0.0,663.7,55.088702148,18.839822315,15.812779999999998,30.983729999999998,15.49187,4792.0,40.0,29.0,89.130434783,33.786231884,5.2325581395,40.2,5.3895824365,1499.4326471,62.027043791,10.6,No,17.438692098,369.0,155.5
13039,Georgia,Camden,50.37978608,5.6149248325,14.4,199.8,13.8,13.644001074,12.645902095,12.105571589,37.214572328,53582,60.053931158,18.54121107,0.6824523037,1.5006409773,0.2111454641,6.7811628082,69.808083855,20,16.476539895,3.7421756166,3.7325384171,7.2269807281,18.613645889,31.9,7.0,25.6,60.693286877,18.644723437,40.540540541,458.7,34.266497001,13.604640624,32.07063,30.16364,105.57272999999999,5306.0,45.0,41.0,91.872791519,63.417439436,5.1803310055,18.9,3.8486586352,319.79797265,56.562599128,9.0,No,14.404506438,450.5,172.3
13043,Georgia,Candler,69.19972578471497,7.636473050348833,14.0,334.5,17.2,2.302978061,18.51183033928003,28.641731002,37.493682769,33846,58.43388328,24.145595999,0.3056404557,1.4170602945,0.2037603038,12.429378531,61.433731592,21,24.401554836,4.7622548601,4.3511057012,10.876132931,22.023973203,34.9,7.4,29.1,59.301691217,13.435791209,20.0,440.9,42.578591325,20.530933121,36.663610000000006,9.26183,46.30916,6682.0,32.0,35.0,91.935483871,44.613106257,4.155597723,35.8,6.125,320.0813873052036,84.530853762,10.5,No,20.588235294,389.4,170.4
13045,Georgia,Carroll,72.425540286,6.7447306792,11.8,182.4,14.8,10.7549302,23.521447544,19.302962503,35.43961424,51388,64.088223135,19.062574271,0.6102943673,0.9710386039,0.079788137,7.0366346382,70.719451329,22,20.694644526,4.27484517,4.09909869,7.974835785,20.014191247,35.1,7.1,30.5,47.76027577,17.073915828,20.535714286,591.0,33.11096896,15.548033991,44.726949999999995,29.708350000000003,101.00839,3875.0,34.0,39.0,85.055865922,54.207476192,5.0273442468,24.4,4.2992944317,311.38322472,81.381963114,11.1,No,17.829070493,499.7,198.2
13047,Georgia,Catoosa,53.236110215,4.5311268716,12.5,96.1,9.9,11.142874769,27.638468728,11.751750793,33.966037397,53833,73.384845665,2.7182569497,0.4087152517,1.4229902329,0.1307287754,3.0833959429,90.752817431,23,13.608693848,3.5511191761,3.6002923835,8.436172365,15.429453104,34.6,7.9,24.9,75.352663351,16.877645061,31.578947368,292.2,33.453313572,12.807131985,46.68815,18.03156,94.66566,3657.0,42.0,46.0,85.696517413,63.785934901,4.1542130846,17.3,4.3479822986,260.12915715,73.651986785,11.0,Yes,11.818751305,378.2,159.7
13049,Georgia,Charlton,69.19972578471497,7.636473050348833,12.4,213.3,14.8,8.4982183788,26.193781596,16.475188366,39.225411456,40636,72.547356517,29.626425482,2.1470703893,0.8336610303,0.0550530869,3.7986629965,62.060558396,24,18.963556117,3.9584933999,3.7011063945,8.4982537835,19.806443414,33.1,7.3,26.8,73.116424287,16.577953449,33.333333333,385.7,50.356294537,14.492229852,40.0096,7.86473,15.72945,6691.0,37.0,38.0,72.641509434,33.352668213,5.0815947118,32.3,4.937710525,189.43699326,76.170933793,8.9,No,7.3758865248,406.3,189.8
13051,Georgia,Chatham,85.952508268,7.6428571429,10.9,666.9,17.6,7.4635419388,11.655563108,12.143720937,38.372493914,54667,53.911027954,39.825336229,0.351461785,2.9514528349,0.143200884,6.582421403,48.423929694,25,17.074499661,3.8718573179,3.822934656,10.129543001,17.959876556,30.8,6.9,23.2,86.921411545,17.662898062,23.350253807,859.4,27.913159061,14.657389586,90.63172,65.40425,131.49697,4258.0,45.0,44.0,84.649910233,69.11125452,4.5020355905,24.2,4.8383969572,448.04038988,74.421431132,9.9,No,20.288818988,454.9,167.0
13053,Georgia,Chattahoochee,69.19972578471497,7.636473050348833,6.3,95.0,16.4,36.803789912,18.51183033928003,12.180564691,37.566256247,44439,26.946107784,18.950014503,1.6339553321,3.5579619066,0.6961229817,15.517741468,57.584839988,26,19.398351343,4.0840196933,3.7581200466,6.6623122142,19.64341402,27.6,4.4,21.0,93.973551078,23.314391387,37.5,140.7,44.630404463,11.746478873,54.93499,725.12811,105.2509406118548,2715.0,27.0,40.0,86.315789474,74.273381295,7.3275862069,22.6,3.5103760833,0.0,33.151870463,11.5,No,16.730769231,508.3,196.7
13055,Georgia,Chattooga,71.505184126,7.636473050348833,11.8,268.2,14.9,3.1241895048,21.471898653,27.264362071,36.235615731,39325,65.675996974,9.7900686314,0.4077513121,0.5571255551,0.3068227695,5.0827614049,82.708922083,27,19.443144562,4.2476964374,4.0978225863,7.3750606502,21.071866106,34.1,7.8,29.3,48.725735153,16.169446513,30.769230769,333.0,58.846453624,17.231229991,8.05672,40.37142,32.29713,6029.0,37.0,42.0,86.217008798,36.409688143,4.7404063205,26.3,4.8491223083,136.2176229,93.905757145,10.9,No,17.885744794,479.6,202.8
13057,Georgia,Cherokee,30.818287161,4.9404094937,9.7,140.9,7.7,7.1041628031,19.168130707,7.8353756723,32.89421993,78247,76.426939266,6.5330225832,0.5117682461,2.0119318342,0.0953254192,10.348866799,79.128176336,28,12.50623923,3.2016959013,3.4492731464,6.9287390655,14.883490601,26.3,8.7,21.9,93.523088838,18.258619308,12.658227848,254.8,14.105999702,13.921122542,35.99667,48.874469999999995,84.82347,4124.0,38.0,46.0,86.776061776,70.64801013,3.7357581912,9.2,3.9327723649,93.205610294,53.671821363,11.2,No,14.393125671,487.8,151.9
13059,Georgia,Clarke,64.513899289,6.2518606728,8.8,306.8,21.6,20.984247144,11.179638152,7.3641489849,38.019849608,39901,38.521526863,27.704936095,0.4005855317,4.3788956746,0.1188377511,10.888213814,55.083265126,29,23.20104567,4.5656880042,4.2711860745,9.6278317152,21.758376827,25.4,4.9,23.6,80.116352794,16.508383418,20.0,857.9,14.421702006,15.496525553,63.34849,54.30334,249.48058,4696.0,47.0,49.0,81.277213353,71.224076736,4.7589373565,28.5,6.4732598978,404.78640757,43.69738107,11.0,Yes,25.694844885,467.6,155.7
13061,Georgia,Clay,69.19972578471497,7.636473050348833,17.2,579.5,28.4,56.601492827,18.51183033928003,21.63544170372336,42.304984507,29122,64.731369151,60.533423363,0.3713706955,0.4388926401,0.0337609723,1.5867656989,35.887913572,30,32.983715414,5.6260106705,4.906987279,10.666666667,26.870115061,32.6,0.4,32.4,31.071316368,9.2878144945,0.0,445.7,37.243947858,16.803652968,33.11258,0.0,105.2509406118548,6553.0,35.0,34.0,88.29545294897879,33.451327434,8.9142857143,51.3,6.0566590687,200.0,111.32940406,10.5,No,16.877637131,395.4,125.2
13063,Georgia,Clayton,66.755459987,7.3644682635,11.7,852.2,22.7,17.676086289,10.01705284,11.434581547,41.702375603,44757,50.456311951,69.313666698,0.5898587776,5.3125865763,0.1104670124,13.300578987,10.095282182,31,20.981195599,4.0752290244,3.7414476835,11.544182144,19.993406841,34.8,5.0,28.2,76.331411126,11.825964319,18.954248366,1006.0,32.662985368,17.227479136,28.2686,25.95098,59.26643,4369.0,35.0,38.0,71.314850398,53.349998106,5.8456852038,25.5,4.0120493975,632.28407094,52.687961749,11.5,No,24.111718002,466.3,164.9
13065,Georgia,Clinch,69.19972578471497,7.636473050348833,13.3,519.5,20.2,4.5004448315,18.51183033928003,25.225982762,38.737922878,37174,71.428571429,26.534859521,0.8770625836,0.3419057529,0.1040582726,5.7380704623,65.051285863,32,24.700437811,4.8161805391,4.4797460065,11.340206186,23.070653129,33.7,6.7,27.2,5.1338629009,13.764792582,20.0,638.3,64.178127046,16.027566708,14.643429999999999,14.865470000000002,105.2509406118548,7154.0,37.0,35.0,86.904761905,46.842105263,5.5221238938,34.4,8.8369395203,473.45036055,58.694057227,9.6,No,14.92248062,482.3,224.3
13067,Georgia,Cobb,47.585025475,5.9206100022,8.1,436.4,11.7,10.227193648,17.102863928,8.4928538421,35.063704029,75485,64.337132464,27.245373495,0.4714497045,5.4664613088,0.0677469124,13.088253585,51.922980229,33,14.879071871,3.376843808,3.4053309483,8.5123547163,14.245823822,26.3,7.7,18.7,91.868509093,18.337131385,22.676579926,509.1,17.75591864,13.85570053,71.37606,66.55605,153.4891,4662.0,39.0,47.0,83.980427614,73.739270636,4.0833919858,11.8,4.3993921742,265.50774296,53.554859481,10.5,No,15.745583828,468.9,151.9
13069,Georgia,Coffee,89.722097608,9.6852300242,13.2,268.5,16.4,7.5672478637,18.585345455,18.924365619,36.829488393,39408,66.075790355,27.744455294,0.5021620868,1.006648998,0.0674199098,11.944948156,58.006695494,34,22.212383162,4.4860445846,4.1049070282,10.623332525,22.543353466,35.3,7.1,28.2,54.991028426,15.322558325,35.483870968,468.6,56.176499174,18.418814698,60.44825,32.54754,23.24824,7688.0,38.0,39.0,82.092555332,41.745976813,5.1746582773,34.9,5.6627662766,325.45888323,79.938651732,10.8,No,15.293296089,452.5,192.6
13071,Georgia,Colquitt,77.405687281,8.3804734968,14.1,465.6,14.7,8.8189803074,18.51183033928003,27.367779416,37.168139521,36651,59.47176101,22.775171812,1.3134067852,0.8857859714,0.1679938911,19.799280026,55.494709283,35,24.37887335,4.619184407,4.2858819042,9.9628577671,21.317497032,31.8,7.3,30.3,65.05560684,15.351221088,27.272727273,536.6,54.995508534,22.756933116,43.75602,26.180870000000002,52.361729999999994,7728.0,47.0,36.0,82.615384615,37.330526316,4.5190358189,33.3,4.6898932831,320.0813873052036,94.444734597,11.0,No,21.576104226,456.8,188.9
13073,Georgia,Columbia,52.646310093,7.26667834,10.8,147.7,9.8,2.8405410072,14.218619169,10.844067426,35.567270023,75832,78.545708487,17.158049598,0.3971526399,4.2637832417,0.2025346519,6.6717685167,68.775358064,36,13.4826078,3.3744668959,3.2955355494,7.9159496422,15.695750758,28.8,8.7,20.6,84.897584097,17.582032317,21.428571429,232.6,13.593628361,9.4487641786,107.83316,56.07637,77.18747,4221.0,41.0,46.0,90.136239782,74.510296965,4.180845225,7.9,3.5484723774,51.627486753,50.992401296,11.2,No,11.255220928,413.1,149.4
13075,Georgia,Cook,69.19972578471497,7.636473050348833,14.9,339.0,17.3,5.9734450324,18.51183033928003,16.68112364,36.652435943,36463,69.002473207,27.267465416,0.4167390172,0.7871736991,0.0810325867,5.7012212768,64.652428084,37,22.262784105,4.5752484901,4.2411158868,11.827956989,21.226809085,30.3,7.1,31.7,65.85521729,14.154973798,19.230769231,624.9,48.524262131,18.117811084,58.2513,28.94021,28.94021,6306.0,44.0,41.0,86.382978723,50.611189469,4.6171753751,31.7,4.9018840863,301.80776693,82.704314603,10.7,No,15.272136474,505.1,205.0
13077,Georgia,Coweta,41.133876584,4.5646369822,11.7,196.4,11.1,6.9706623668,13.031106436,11.562200434,35.949943507,73296,72.573271853,17.782327375,0.4171499644,2.1109045935,0.1062090362,7.0524197493,71.066422572,38,14.800731919,3.4516749744,3.5790304546,8.0765883377,16.711760415,28.5,8.1,23.8,56.05849965,17.547729734,32.941176471,354.0,24.06159769,11.539533663,50.52446,34.238440000000004,66.38065,3432.0,41.0,44.0,85.83186361,63.611403849,4.1984574842,14.2,4.0625545046,231.98486834,54.572984491,11.3,No,13.910814967,455.8,163.7
13079,Georgia,Crawford,69.19972578471497,7.636473050348833,14.8,199.0,15.0,0.2622843614,18.51183033928003,25.269058038,35.33071481,47422,76.818663839,20.309068727,0.658804392,1.2118747458,0.073200488,3.2126880846,73.582757218,39,18.222403024,4.0344183434,3.9007270592,8.8737201365,19.291344342,33.6,8.0,31.7,5.2810768013,15.081303866,38.888888889,218.0,27.91103358,16.28442664,8.11557,37.80845173394497,105.2509406118548,5727.0,36.0,42.0,79.487179487,66.187302701,5.0017367141,27.7,4.9278362438,153.15275894,82.396277627,11.4,No,14.757709251,486.3,165.0
13081,Georgia,Crisp,124.79942949,14.098201264,15.9,599.9,22.8,5.8087326802,18.51183033928003,13.586620884,39.649047288,34754,59.05919153,43.974313863,0.2902885292,1.2227304715,0.0835679099,3.3339197748,50.215517241,40,25.099086721,4.8685240654,4.4796833116,12.886100386,23.896009736,34.7,6.1,29.3,51.45697342,11.941981298,0.0,764.8,57.302720432,15.369884001,79.22187000000001,52.77973,39.5848,7567.0,48.0,38.0,85.808580858,50.70476926,5.2208835341,43.7,6.0719986698,288.19692734,64.56791847,11.0,No,21.478060046,464.4,163.5
13083,Georgia,Dade,78.808416739,7.636473050348833,13.5,128.6,11.1,2.2882575782,18.51183033928003,19.170108573,33.290384075,45053,75.28329775,1.2035615597,0.5956401597,1.000921093,0.0736874424,2.3702793982,93.662879951,41,14.783638789,3.7081606708,3.7861262249,9.3003412969,17.202465895,34.9,8.5,28.4,67.384115914,17.402655782,15.0,116.8,24.149034039,14.276511796,30.75598,30.7031,12.28124,4189.0,38.0,36.0,86.805555556,54.719957928,4.3950736537,18.1,4.9267491927,333.24161546,86.90117745,10.5,No,12.926829268,413.7,238.1
13085,Georgia,Dawson,80.478849152,7.636473050348833,12.7,126.0,9.3,0.2278437173,25.247212287,19.775180912,31.956344417,64930,79.782634101,0.730136593,0.4183928791,0.721932811,0.0656302555,4.6023216703,92.349973338,42,13.302610034,3.4319925211,3.5850923185,6.9603045133,15.629791823,28.4,9.0,24.0,95.902373489,17.734620932,11.111111111,210.2,26.826608506,16.091284549,67.78512,45.120799999999996,114.85295,3848.0,39.0,48.0,96.652719665,61.063868283,3.9099931554,14.4,4.5900842266,97.083189506,101.76332758,10.0,No,14.242239805,437.3,186.3
13087,Georgia,Decatur,67.832378655,7.636473050348833,13.6,542.5,20.5,6.8967658841,18.51183033928003,32.54695686,38.399967793,37835,59.712927941,41.74651894,0.8122473424,0.6400658781,0.1272645606,6.0562958527,50.378050606,43,23.429744722,4.5227156824,4.1842087367,12.134217714,22.311344787,28.2,6.4,26.0,61.963939372,13.219737032,36.170212766,1148.2,58.195153061,17.038075216,48.46768,33.68768,52.40305000000001,5346.0,36.0,33.0,87.403598972,49.744668068,5.6331990054,35.1,6.5975103734,678.61171206,90.175991012,10.9,Yes,20.866698069,400.9,195.7
13089,Georgia,DeKalb,71.254641967,7.2475082624,9.2,1167.3,19.2,9.1992209209,10.365972685,9.9587294475,39.019917656,61496,54.057906394,53.852955116,0.4765994958,6.4821514153,0.0755390287,8.638531808,29.110272379,44,15.446668609,3.4861969515,3.6499322497,9.8840412414,15.610877574,25.6,6.4,20.1,93.934033153,15.401075478,22.7154047,789.1,29.134400043,15.27516695,107.25076999999999,57.085730000000005,269.76328,4453.0,38.0,44.0,76.525624913,70.409356725,4.8078482244,24.6,4.8261229902,644.47770595,50.764940313,10.2,Yes,20.914751585,457.5,153.0
13091,Georgia,Dodge,88.235294118,7.636473050348833,14.5,477.9,18.2,1.4801630512,18.51183033928003,21.003421525,35.677797766,36067,66.174599135,29.252291365,0.4293294742,0.5113362277,0.178485287,3.5118186204,65.287023637,45,20.719787181,4.3996412891,4.0239889447,9.875735775,20.866137286,30.5,7.3,27.7,53.335474399,14.897650911,23.80952381,555.5,49.723756906,16.609973686,38.904830000000004,38.591409999999996,28.943559999999998,5608.0,38.0,42.0,79.74137931,47.258810965,6.3008700533,29.3,5.5085158151,377.39698082,75.690798298,11.1,No,13.88716677,420.3,173.3
13093,Georgia,Dooly,69.19972578471497,7.636473050348833,15.2,413.4,19.8,1.0046825493,18.51183033928003,17.183519994,40.147273107,35781,64.300908915,48.489480964,0.2839047827,0.8007570794,0.0655164883,7.2650505933,42.389167941,46,23.790460279,4.4230071481,3.9794295472,12.113055182,21.516100209,33.7,7.1,27.7,21.490816463,13.589262305,21.052631579,584.3,37.066246057,17.860151643,14.53172,29.118440000000003,105.2509406118548,6063.0,46.0,33.0,75.438596491,34.015345269,5.1322233105,36.4,4.913664418,155.11025405,59.976866066,11.2,No,20.679320679,360.8,131.1
